Localização;Beira Leito?;Nº do Carrinho;Cadeado;Andar;Prédio;Usuário conectado;Hostname;Patrimônio;IP;Serial Number CPU;Nome de SO;Os Release;Fabricante;Modelo;Tipo de chassi;Monitor 1;Modelo 1;Patrimônio 1;Monitor 2;Modelo 2;Patrimônio 2;Monitor 3;Modelo 3;Patrimônio 3;Webcam;Headset;DATA;Última atualização por
Centro Obstétrico - Posto de Enfermagem (Máquina de Crise);;;;3;Principal;ACSC\Irene.soliarski;HSI2670D219354;219354;10.30.24.62;C966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189640;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Recuperação Pós Anestésica;;;;3;Principal;ACSC\LK126117;HSI3324D182918;182918;10.30.27.61;60S8WF3;Microsoft Windows 10 Enterprise x64;22H2;Dell Inc.;OptiPlex 3080;desktop;DELL;P2018H;182853;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Sala Cirurgica 1;;;;3;Principal;ACSC\AR307556;HSI2670D158851;158851;10.30.26.4;6WYZRP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;DELL;P2016;158896;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Sala Cirurgica 1;;;;3;Principal;ACSC\m105228;HSI2670D219347;219347;10.30.25.75;DC66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189655;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Sala Cirurgica 3;;;;3;Principal;ACSC\dn097050;HSI2670D219260;219260;10.30.24.56;6J66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189636;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Sala Cirurgica 3;;;;3;Principal;ACSC\m027808;HSI2670D158866;158866;10.30.26.6;6WS1SP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;DELL;P2016;158370;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Sala Cirurgica 4;;;;3;Principal;ACSC\DN097050;HSI2670D219325;219325;10.30.24.52;4H66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189650;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Centro Obstétrico - Sala Cirurgica 4;;;;3;Principal;ACSC\m027808;HSI2670D158859;158859;10.30.26.5;6WYYRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;DELL;P2016;158899;;;;;;;Não;Não;06/07/2025;Tiago Abreu
CHT - antiga R2;;;;1;Principal;ACSC\KL023443;HSI2656D188841;188841;10.30.1.23;9166YY3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;158320;;;;;;;Não;Não;16/09/2025;Guilherme Flores
CHT - antiga R2;;;;1;Principal;ACSC\gustavo.mota;HSI2656D188803;188803;10.30.26.64;J266YY3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HSf;1888878;;;;;;;Não;Não;16/09/2025;Guilherme Flores
CHT - antiga R2;;;;1;Principal;ACSC\fernanda.catabriga;HSI2656N189695;189695;10.30.25.63;C4RN0L2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Latitude 5480;laptop;Dell;P2016;N/A;;;;;;;Não;Não;04/07/2025;Tiago Abreu
CHT - antiga R2;;;;1;Principal;ACSC\fernanda.catabriga;HSI2607D219363;219363;10.30.24.188;FJ66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;;;;;;;;;Não;Não;04/07/2025;Tiago Abreu
CME - Arsenal;;;;7;Principal;ACSC\fm090309;HSI2654D188806;188806;10.30.25.41;5366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188855;;;;;;;Não;Não;05/07/2025;Rafael Muller
CME - Arsenal;;;;7;Principal;ACSC\rp088628;HSI2654D188819;188819;10.30.27.11;G166YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188882;;;;;;;Não;Não;05/07/2025;Rafael Muller
CME - Sala da Coordenação;;;;7;Principal;ACSC\tayna.schmidt;HSI2654D219349;219349;10.30.25.37;F966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158362;;;;;;;Não;Sim;05/07/2025;Rafael Muller
CME - Sala da Coordenação;;;;7;Principal;ACSC\cb125448;HSI2654D219357;219357;10.30.24.211;GC66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;183997;;;;;;;Sim;Não;05/07/2025;Rafael Muller
CME - Sala de Estoque Papagaio (NA SALA PRA POR NO SETOR);;;;5;Principal;acsc\user;HSI2654D161824;161824;10.30.24.28;1B2VBS2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3060;desktop;Dell ;P2222H;219460;;;;;;;Não;Não;31/10/2025;Guilherme Flores
CME - Sala de Preparo;;;;7;Principal;ACSC\antonia.antunes;HSI2654D188820;188820;10.30.27.58;3266YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188846;;;;;;;Não;Não;05/07/2025;Rafael Muller
CME - Sala de Preparo (Máquina de Crise);;;;7;Principal;ACSC\kelly.pereira;HSI2654D182920;182920;;21S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018Hc;182865;;;;;;;Não;Não;05/07/2025;Rafael Muller
CME - Sala de Recebimentos de Instrumentos;;;;7;Principal;ACSC\KL844477;HSI2654D182909;182909;10.30.27.103;90S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018Hc;182874;;;;;;;Não;Não;05/07/2025;Rafael Muller
COMIP;;;;3;Emergência;ACSC\priscila.barcellos;HSI2650D219287;219287;10.30.24.223;6C66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158348;;;;;;;Não;Não;14/08/2025;Guilherme Flores
COMIP;;;;2;Lavanderia;ACSC\fabio.fouchy;HSI2680D158820;158820;10.30.25.91;B81ZFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158790;;;;;;;Sim;Não;14/08/2025;Guilherme Flores
Compras;;;;1;Principal;ACSC\tatiana.maass;HSI2625N225889;225889;10.30.26.139;65DXH34;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3440;laptop;Dell;P2018H;173428;;;;;;;Não;Sim;13/08/2025;Guilherme Flores
Compras;;;;1;Principal;ACSC\VV008074;HSI2624D219389;219389;10.30.1.14;8J66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;196819;Dell;P2425H;230211;;;;Sim;Sim;12/10/2025;Rafael Muller
Compras;;;;1;Principal;ACSC\GC703307;HSI2625D188802;188802;10.30.26.106;B166YY3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219296;Dell;P2018H;173424;;;;Sim;Sim;13/08/2025;Guilherme Flores
Compras;;;;1;Principal;ACSC\VR123376;HSI3907D196849;196849;10.30.1.4;DD83LQ3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3090;desktop;Dell;P2016;149948;Dell;P2425H;230206;;;;Não;Sim;12/10/2025;Rafael Muller
Compras;;;;1;Principal;ACSC\edson.matte;HSI2625N227332;227332;10.30.26.122;DFDXH34;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3440;laptop;Dell;P2016;158884;;;;;;;Não;Sim;13/08/2025;Guilherme Flores
Compras - Líder Suprimentos;;;;1;Principal;ACSC\LB087085;HSI2641D188828;188828;10.30.27.137;F266YY3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;158342;Dell;P2425H;230233;;;;Sim;Sim;12/10/2025;Rafael Muller
Comunicação;;;;2;Manutenção;ACSC\AA111615;HSI2606D230251;230251;10.30.24.93;DMTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell ;P2222H;219423;;;;;;;Não;Não;02/10/2025;Guilherme Flores
Comunicação;;;;2;Manutenção;ACSC\FC430178;HSI2606D219666;219666;10.30.24.9;2JR34W2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3060;desktop;Dell;E2222HS;189647;;;;;;;Sim;Sim;15/08/2025;Guilherme Flores
Comunicação;;;;2;Manutenção;ACSC\SC085706;HSI2606D196837;196837;10.30.27.171;BF83LQ3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;183981;;;;;;;Sim;Sim;15/08/2025;Guilherme Flores
Contabilidade;;;;1;Principal;ACSC\leomar.araujo;HSI2611D219280;219280;10.30.24.178;4D66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158326;Dell;P2222H;219428;;;;Não;Sim;06/08/2025;Rafael Muller
Contabilidade;;;;1;Principal;ACSC\sueli.marques;HSI2611D219270;219270;10.30.24.71;9C66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219427;Dell;P2016;158328;;;;Sim;Sim;06/08/2025;Rafael Muller
Controladoria - Custos;;;;1;Principal;ACSC\LG123402;HSI2611D219291;219291;10.30.25.203;G966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222HS;189702;;;;;;;Não;Não;06/08/2025;Guilherme Flores
Controladoria - Custos;;;;1;Principal;ACSC\andreia.roliveira;HSI2612N173752;173752;10.30.26.54;18SLDQ2;Microsoft Windows 10 Pro x64;1909;Dell Inc.;Latitude 3480;laptop;Dell;P2016;158792;;;;;;;Não;Sim;06/08/2025;Rafael Muller
Controladoria - Custos;;;;1;Principal;ACSC\franciele.farias;HSI2612D219271;219271;10.30.25.68;BC66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2425H;230225;Dell;P2016;158331;;;;Não;Sim;12/10/2025;Rafael Muller
Controladoria - Custos;;;;1;Principal;ACSC\dara.freitas;HSI2624D173452;173452;10.30.26.36;2JL74W2;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P222HS;189652;Dell;P2018;173422;;;;Sim;Sim;06/08/2025;Rafael Muller
Controladoria - Custos;;;;1;Principal;ACSC\claudia.pereira;HSI2610N173475;173475;10.30.1.21;2MP44W2;Microsoft Windows 10 Pro x64;1809;Dell Inc.;Latitude 3490;laptop;Dell;P2018;173429;;;;;;;Não;Não;06/08/2025;Guilherme Flores
Controladoria - Custos;;;;1;Principal;ACSC\gilson.bonelli;HSI2612N173472;173472;10.30.27.25;2MS14W2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;Latitude 3490;laptop;Dell;P2314H;197078;Dell;P2016;158327;;;;Sim;Não;06/08/2025;Guilherme Flores
Controladoria - Custos - Comercial;;;;1;Principal;ACSC\scheila.barni;HSI2623N173480;173480;10.30.24.83;2MV24W2;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;Latitude 3490;laptop;Dell;P2222HS;219169;;;;;;;Não;Sim;06/08/2025;Rafael Muller
UCO;Beira Leito;;;4;Principal;ACSC\user;HSI3712N231434;231434;10.30.52.74;7ZVVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;Latitude 3450;laptop;;;;;;;;;;Não;Não;27/08/2025;Maruhan Teodoro
Coração de Jesus;Beira Leito Nº 01;;;4;Principal;ACSC\hsi-treina01;HSI3712N189511;159511;10.30.53.179;7VM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Coração de Jesus;Beira Leito Nº 02;;;4;Principal;ACSC\hsi-treina01;HSI3712N189508;189508;10.30.53.201;DWM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Coração de Jesus;Beira Leito Nº 03;;;4;Principal;ACSC\rafael.muller;HSI3712N189523;189523;10.30.52.150;3YM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Coração de Jesus;Beira Leito Nº 04;;;4;Principal;ACSC\hsi-treina01;HSI3712N189513;189513;10.30.53.195;CYM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Coração de Jesus;;;;4;Principal;ACSC\kk100186;HSI2675D158830;158830;10.30.25.192;B83VFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158772;;;;;;;Não;Não;05/07/2025;Rafael Muller
Coração de Jesus;;;;4;Principal;ACSC\ck002044;HSI2675D158803;158803;10.30.25.200;B86QFP2;Microsoft Windows 10 Pro x64;1909;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158773;;;;;;;Não;Não;05/07/2025;Rafael Muller
Coração de Jesus;;;;4;Principal;ACSC\jacqueline.naumann;HSI2675D158818;158818;10.30.25.191;B86VFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158799;;;;;;;Não;Não;05/07/2025;Rafael Muller
Coração de Jesus;;;;4;Principal;ACSC\maria.soares4;HSI2675D158811;158811;10.30.25.193;B87VFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158779;;;;;;;Não;Não;05/07/2025;Rafael Muller
Luizita I;Beira Leito Nº 05;;;6;Principal;ACSC\ap048857;HSI3712N189532;189532;10.30.53.85;7XM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;02/07/2025;Guilherme Flores
Luizita I;Beira Leito Nº 06;;;6;Principal;ACSC\EM364724;HSI3712N189533;189533;10.30.52.99;5YM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;02/07/2025;Guilherme Flores
Luizita I;Beira Leito Nº 07;;;6;Principal;ACSC\pl045518;HSI3712N189541;189541;10.30.52.20;3WM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;02/07/2025;Guilherme Flores
Coração de Jesus (Máquina de Crise);;;;4;Principal;ACSC\MM722580;HSI2675D197008;197008;10.30.26.32;G04W5T3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;158795;;;;;;;Não;Não;01/10/2025;Rafael Muller
Coworking SL 1;;;;3;Lavanderia;;HSI2655D218275;218275;10.30.26.135;BJTDMD2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188755;;;;;;;;;31/10/2025;Rafael Muller
Coworking SL 1;;;;3;Lavanderia;;HSI2655D149926;149926;10.30.26.137;BJW9MD2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188741;;;;;;;;;31/10/2025;Rafael Muller
Coworking SL 1;;;;3;Lavanderia;;HSI2655D158388;158388;10.30.1.24;28VPCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188771;;;;;;;;;31/10/2025;Rafael Muller
Não definido(Computador na TI);;;;3;Lavanderia;;HSI2655D149917;149917 / 207874;10.30.26.136;BJRCMD2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188772;;;;;;;;;12/11/2025;Luiz Roberto
COMIP;;;;3;Lavanderia;;HSI2655D158381;158381;10.30.25.151;290RCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;AOC;E2270S;188774;;;;;;;;;12/11/2025;Luiz Roberto
Diretoria - Administrativo;;;;1;Principal;ACSC\MJ004933;HSI2607D219331;219331;10.30.24.114;CF66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;149958;Dell;P2018;182851;;;;Não;Sim;14/08/2025;Guilherme Flores
Diretoria - Diretor Clínico;;;;1;Principal;acsc\user;HSI2607D188809;188809;10.30.24.165;8366YY3;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;149959;;;;;;;Não;Não;23/09/2025;Guilherme Flores
Diretoria - Diretor Geral;;;;1;Principal;ACSC\SM051935;HSI2607N219305;219305;10.30.53.229;CH16K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3440;laptop;Dell;P2222H;196910;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Diretoria - Diretor Geral PAINEL;;;;1;Principal;ACSC\gabriela.lixa;HSI2607D158834;158834;10.30.25.27;B85QFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;;;;;;;;;;Sim;Não;14/08/2025;Guilherme Flores
Diretoria - Gerente Administrativo;;;;1;Principal;ACSC\juciane.fratini;HSI2607N158751;231574;10.30.25.152;79BSFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Latitude 3480;laptop;AOC;E2270S;188769;;;;;;;Não;Sim;13/10/2025;Jefferson Freier
Diretoria - Gerente Administrativo Painel;;;;1;Principal;ACSC\juciane.fratini;HSI2607D173436;173436;10.30.25.202;2JN64W2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3060;desktop;;;;;;;;;;Sim;Não;20/08/2025;Rafael Muller
Diretoria - Gerente Médico;;;;1;Principal;ACSC\FB071166;HSI2607N189693;189693;10.30.55.188;BGRLVN2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 5480;laptop;Dell;P2425H;230189;;;;;;;Não;Não;12/10/2025;Rafael Muller
Diretoria - Gerente Operacional;;;;1;Principal;ACSC\diane.santos;HSI3042N173473;173473;10.30.26.30;2MT24W2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3490;laptop;Dell;P2314H;188318;;;;;;;Não;Não;05/08/2025;Guilherme Flores
Diretoria - Jurídico;;;;1;Principal;ACSC\ZC033167;HSI2605D219404;219404;10.30.26.103;JF66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219459;Dell;E2222HS;196872;;;;Não;Sim;14/08/2025;Guilherme Flores
Diretoria - Recepção;;;;1;Principal;ACSC\YC116728;HSI2669N188894;188894;10.30.54.56;92H8MD2;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;Latitude E5470;laptop;;;;;;;;;;Não;Não;20/08/2025;Rafael Muller
Diretoria - Recepção;;;;1;Principal;ACSC\YC116728;HSI2607D231407;231407;10.30.25.176;BPTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2222H;219469;;;;;;;Não;Sim;23/09/2025;Guilherme Flores
Diretoria - Recepção;;;;1;Principal;ACSC\JR106736;HSI2607D158810;158810;10.30.25.175;B88XFP2;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3050;desktop;Dell;P2222H;219434;;;;;;;Não;Sim;05/08/2025;Guilherme Flores
Educação Contas Médicas;;;;5;Principal;ACSC\rp086395;HSI2636D219385;219385;10.30.24.15;5J66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219180;;;;;;;;;30/10/2025;Guilherme Flores
Educação Contas Médicas;;;;5;Principal;ACSC\caroline.mellies;HSI2683D158854;158854;10.30.26.23;6WY1SP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2018H;173416;;;;;;;;;08/07/2025;Tiago Abreu
Educação Contas Médicas;;;;5;Principal;ACSC\larissa.delcastanher;HSI2683D219337;219337;10.30.25.90;HC66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2018H;173418;;;;;;;;;08/07/2025;Tiago Abreu
Luizita I;Beira Leito Nº 08;;;6;Principal;ACSC\ibriela.hausmann;HSI3712N189536;189536;10.30.52.158;JVM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;02/07/2025;Guilherme Flores
Luizita I;Beira Leito Nº 09;;;6;Principal;ACSC\af028765;HSI3712N189546;189546;10.30.53.147;5VM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;02/07/2025;Guilherme Flores
UTI;Beira Leito Nº 10;;;2;Principal;ACSC\or670537;HSI3712N189534;189534;10.30.52.218;2WM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;08/07/2025;Guilherme Flores
Coração de Jesus;Beira Leito Nº 11;;;4;Principal;ACSC\hsi-treina01;HSI3712N189542;189542;10.30.52.175;CVM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;13/07/2025;Rafael Muller
Emergência Geral - Ao lado do Posto de Enfermagem;;;;6;Principal;ACSC\laura.lima;HSI2682D182760;182760;10.30.27.144;3FVJQB3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018H;182857;;;;;;;Não;Não;26/08/2025;Rafael Muller
Emergência Geral - Classificação de Risco;;;;0;Emergência;ACSC\rafael.boos;HSI2667D189799;;10.30.25.107;B266YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;DELL;E2222HS;188874;;;;;;;;;;?
Emergência Geral - Consultório 02 (Máquina de Crise);;;;0;Emergência;ACSC\m113689;HSI2667D230275;230275;10.30.25.128;JLTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;DELL;E2222HS;188890;;;;;;;Não;Não;24/08/2025;Tiago Abreu
Emergência Geral - Consultório 03;;;;0;Emergência;ACSC\m808291;HSI2667D230273;230273;10.30.24.2;8MTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 7020;desktop;DELL;E2222HS;188886;;;;;;;Não;Não;24/08/2025;Tiago Abreu
Emergência Geral - Coordenação;;;;0;Emergência;ACSC\ana.pcorrea;HSI2667D182902;182902;10.30.27.105;22S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2222H;219449;;;;;;;Não;Sim;31/10/2025;Guilherme Flores
Emergência Geral - Coordenação;;;;0;Emergência;ACSC\ana.ogliari;HSI2667N188800;188800;10.30.53.231;5WKZFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Latitude 5480;laptop;;;;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Coordenação;;;;0;Emergência;ACSC\AS005082;HSI2667D219315;219315;10.30.25.54;BF66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2018H;182886;Dell;E2222HS;197025;;;;Sim;Não;11/07/2025;Rafael Muller
Emergência Geral - Coordenação Médica;;;;0;Emergência;ACSC\ana.ogliari;HSI2667D219274;219274;10.30.25.105;JB66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219191;Dell;P2222H;231441;;;;Sim;Sim;03/09/2025;Rafael Muller
Emergência Geral - Corredor ;;;;0;Emergência;ACSC\rosana.sousa;HSI2667D188844;188844;10.30.25.133;C166YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188867;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Escrituração;;;;0;Emergência;ACSC\AM032541;HSI2667D219393;219393;10.30.24.234;2K66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;P2222H;219193;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Escrituração;;;;0;Emergência;ACSC\PA050125;HSI2667D219266;219266;10.30.26.151;CK66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;149945;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Farmácia ;;;;0;Emergência;ACSC\LH973614;HSI2643D188838;188838;10.30.27.235;2366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2018H;218522;Dell;E2222HS;188880;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Farmácia ;;;;0;Emergência;ACSC\VM110117;HSI2667D188840;188840;10.30.27.225;6166YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188871;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Farmácia ;;;;0;Emergência;ACSC\andreia.cruz;HSI3323D188827;188827;10.30.27.226;G266YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188860;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Observação;;;;0;Emergência;ACSC\PS904741;HSI2667D158861;158861;10.30.25.225;6WXYRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158904;;;;;;;;;;?
Emergência Geral - Observação;;;;0;Emergência;ACSC\WF098249;HSI2667D158875;158875;10.30.25.226;6WZYRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158902;;;;;;;;;;?
Emergência Geral - Observação de Baixo (Convênio);;;;0;Emergência;ACSC\vv702679;HSI2667D219373;219373;10.30.25.60;1F66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;P2018H;182870;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Observação de Baixo (Convênio);;;;0;Emergência;ACSC\DF008513;HSI2667D219294;219294;10.30.25.51;2D66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;P2018H;173618;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Painel Power BI;;;;0;Emergência;acsc\user;HSI2667D158413;158413;10.30.24.80;28VMCK2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3040;desktop;;;;;;;;;;Não;Não;21/07/2025;Guilherme Flores
