Localização;Beira Leito?;Nº do Carrinho;Cadeado;Andar;Prédio;Usuário conectado;Hostname;Patrimônio;IP;Serial Number CPU;Nome de SO;Os Release;Fabricante;Modelo;Tipo de chassi;Monitor 1;Modelo 1;Patrimônio 1;Monitor 2;Modelo 2;Patrimônio 2;Monitor 3;Modelo 3;Patrimônio 3;Webcam;Headset;DATA;Última atualização por
Agência Transfusional ;;;;7;Principal;ACSC\pamela.marcos;HSI2665D219314;219314;10.30.24.216;6D66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158365;;;;;;;Não;Não;13/07/2025;Rafael Muller
Agência Transfusional - Coordenação;;;;7;Principal;ACSC\fernada.stolf;HSI2665D197029;197029;10.30.25.240;BRJ2433HWT;Microsoft Windows 11 Pro x64;25H2;Hewlett-Packard;HP ProDesk 400 G7;desktop;Dell;P2016;158879;;;;;;;Sim;Sim;07/11/2025;Guilherme Flores
Agência Transfusional - Triagem;;;;7;Principal;ACSC\KF183587;HSI2665D173439;173439;10.30.24.4;2JRZ3W2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2018H;173413;;;;;;;Não;Não;13/07/2025;Rafael Muller
Agência Transfusional - Triagem;;;;7;Principal;ACSC\LS003613;HSI2665D182842;182842;10.30.24.218;GXR8WF3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2016;158800;;;;;;;Não;Não;13/07/2025;Rafael Muller
Agência Transfusional - Triagem;;;;7;Principal;ACSC\kb030701;HSI2665D196887;196887;10.30.27.190;H86QFR3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;196812;;;;;;;Não;Não;13/07/2025;Rafael Muller
Agência Transfusional (Máquina de Crise);;;;7;Principal;ACSC\KB030701;HSI2665D182849;182849;10.30.27.60;12S8WF3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018H;182850;;;;;;;Não;Não;13/07/2025;Rafael Muller
Almoxarifado;;;;1;Principal;ACSC\ra020381;HSI2624D182754;182754;10.30.24.100;5FVJQB3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2425H;230195;;;;;;;Não;Não;12/10/2025;Rafael Muller
Almoxarifado;;;;1;Principal;ACSC\VR123376;HSI2624D182932;182932;10.30.24.175;F0S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2425H;230231;;;;;;;Não;Não;12/10/2025;Rafael Muller
Almoxarifado;;;;1;Principal;ACSC\HT102609;HSI2625D188813;188813;10.30.26.74;2266YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;158877;Dell;P2425H;230230;;;;Não;Não;12/10/2025;Rafael Muller
Almoxarifado;;;;1;Principal;ACSC\bruno.moritz;HSI2624D182906;182906;10.30.27.75;41S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018H;182888;;;;;;;Não;Não;20/10/2025;Guilherme Flores
Almoxarifado;;;;1;Principal;ACSC\bruno.moritz;HSI2624D230255;230255;10.30.25.1;CMTVSB4;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2016;218385;;;;;;;Não;Não;20/10/2025;Guilherme Flores
Ambulatório 105;;;;1;Emergência;ACSC\m093851;HSI2666D230277;230277;10.30.25.118;5MTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2425H;230242;;;;;;;Não;Não;29/07/2025;Guilherme Flores
Ambulatório 105;;;;1;Emergência;acsc\user;HSI2666D219277;219277;10.30.26.156;5C66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;;;;;;;;;;Não;Não;;?
Ambulatório 105 - Lado de Fora;;;;1;Emergência;acsc\user;HSI2666D219282;219282;10.30.24.242;9B66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2018H;182869;Dell;P2425H;219282;;;;Não;Não;30/10/2025;Guilherme Flores
Ambulatório 105 - Lado de Fora;;;;1;Emergência;ACSC\BA120490;HSI2666D219322;219322;10.30.24.89;5H66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158883;;;;;;;Não;Não;10/07/2025;Tiago Abreu
Ambulatório 106 - Consultório 1 - Sala de Gesso;;;;1;Emergência;ACSC\M076327;HSI2666D173445;173445;10.30.25.185;2JTZ3W2;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex 3060;desktop;Dell;U2312HMt;218648;;;;;;;Não;Não;31/10/2025;Guilherme Flores
Ambulatório 106 - Consultório 2;;;;1;Emergência;ACSC\m055201;HSI2666D18910;189610;10.30.26.65;DGX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188710;;;;;;;Não;Não;10/07/2025;Tiago Abreu
Ambulatório 106 - Consultório 3;;;;1;Emergência;ACSC\m073434;HSI2666D218615;218615;10.30.27.13;2JQ04W2;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex 3060;desktop;Dell;E2222HS;196816;;;;;;;Não;Não;31/10/2025;Rafael Muller
Ambulatório 106 - Consultório 4;;;;1;Emergência;ACSC\m085866;HSI2666D219409;219409;10.30.25.46;7D66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158906;;;;;;;Não;Não;10/07/2025;Tiago Abreu
Ambulatório 106 - Coordenação;;;;1;Emergência;ACSC\jessica.gularte;HSI2666D219410;219410;10.30.25.94;4G66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219444;Dell;P2222H;219298;;;;Não;Não;04/09/2025;Guilherme Flores
Ambulatório 106 - Coordenação;;;;1;Emergência;ACSC\ana.sa;HSI2666D183968;183968;10.30.27.157;6GNNHQ3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;183994;;;;;;;Não;Não;04/09/2025;Guilherme Flores
Ambulatório 106 - Coordenação;;;;1;Emergência;ACSC\JC085604;HSI2666D197009;197009;10.30.27.168;8K66K34;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219299;Dell;P2016;158788;;;;Não;Não;04/09/2025;Guilherme Flores
Ambulatório 106 - Coordenação;;;;1;Emergência;ACSC\fernanda.stolf;HSI2666D219408;219408;10.30.24.91;CD66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P1913Sb;229848;;;;;;;Sim;Sim;04/09/2025;Guilherme Flores
Ambulatório 106 - Enfermagem;;;;1;Emergência;ACSC\MS413192;HSI2666D158849;158849;10.30.26.12;6WZXRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;;;;;;;;;;Não;Não;10/07/2025;Tiago Abreu
Ambulatório 106 - Enfermagem;;;;1;Emergência;ACSC\MS413192;HSI2660D219338;219338;10.30.25.179;8966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219435;;;;;;;Não;Não;10/07/2025;Tiago Abreu
Ambulatório 106 - Enfermagem;;;;1;Emergência;ACSC\GL521537;HSI2666D196806;196806;10.30.27.158;8GNNHQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;183991;;;;;;;Não;Não;10/07/2025;Tiago Abreu
Ambulatório 106 - Enfermagem;;;;1;Emergência;ACSC\AB011867;HSI2666D189594;189594;10.30.27.228;GGX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188749;;;;;;;Não;Não;10/07/2025;Tiago Abreu
Ambulatório 106 - Ergometria;;;;1;Emergência;ACSC\m038497;HSI2660D149591;218294;10.30.24.130;BRJ524SRSY;Microsoft Windows 10 Pro for Workstations x64;22H2;Hewlett-Packard;HP 402 G1 SFF Business PC;desktop;AOC;E2270S;188766;;;;;;;Não;Não;13/10/2025;Rafael Muller
Ambulatório 106 - Recepção;;;;1;Emergência;ACSC\RR101723;HSI2666D158858;158858;10.30.25.217;6WYVRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2222H;219439;;;;;;;Não;Não;10/07/2025;Tiago Abreu
Ambulatório 106 - Recepção (Máquina de Crise);;;;1;Emergência;ACSC\MC119408;HSIEDDLT7ZS3;189606;10.30.27.250;8HX53Y3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2425H;219447;;;;;;;Não;Não;13/10/2025;Rafael Muller
Ambulatório de Transplante - Administrativo;;;;0;Transplante;ACSC\samanta.porto;HSI2668D189607;189607;10.30.27.142;JFX53Y3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;197063;AOC;E2270S;188721;;;;Não;Sim;30/10/2025;Guilherme Flores
Ambulatório de Transplante - Administrativo;;;;0;Transplante;ACSC\jaqueline.silva3;HSI2668D158848;158848;10.30.26.14;6WWTRP2;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;Dell;P2222H;219195;Dell;P2016;149949;;;;Não;Não;12/10/2025;Rafael Muller
Ambulatório de Transplante - Administrativo;;;;0;Transplante;ACSC\elusa.rosa;HSI2628D188829;188829;10.30.24.152;C366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222H;188879;AOC;E2270S;188783;;;;Não;Não;15/08/2025;Guilherme Flores
Ambulatório de Transplante - Classificação de Risco;;;;0;Transplante;ACSC\jaqueline.silva3;HSI2668D188816;188816;10.30.26.108;H366YY3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219161;;;;;;;Não;Não;10/10/2025;Guilherme Flores
Ambulatório de Transplante - Consultório 1;;;;0;Transplante;acsc\m713370;HSI2668D219334;219334;10.30.4.182;DD66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;Optiplex SFF 7010;desktop;AOC;E2270S;188764;;;;;;;Não;Não;15/08/2025;Guilherme Flores
Ambulatório de Transplante - Consultório 2;;;;0;Transplante;ACSC\M056471;HSI2668D189676;189676;10.30.5.18;D3F8NY3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188722;;;;;;;Não;Não;16/09/2025;Guilherme Flores
Ambulatório de Transplante - Consultório 3;;;;0;Transplante;ACSC\m901640;HSI2668D188839;188839;10.30.26.105;D366YY3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188784;;;;;;;Não;Não;16/09/2025;Guilherme Flores
Ambulatório de Transplante - Consultório 4;;;;0;Transplante;ACSC\m721644;HSI2656D188822;188822;10.30.26.86;F166YY3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222H;188875;;;;;;;Sim;Não;15/08/2025;Guilherme Flores
Ambulatório de Transplante - Coordenação;;;;0;Transplante;ACSC\solange.ramos;HSI2668D219328;219328;10.30.24.115;JD66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2425H;230248;;;;;;;Sim;Não;15/08/2025;Guilherme Flores
Ambulatório de Transplante - Corredor;;;;0;Transplante;ACSC\AM108288;HSI2668D188842;188842;10.30.26.107;3166YY3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P1913;11532;;;;;;;Não;Não;15/08/2025;Guilherme Flores
Ambulatório de Transplante - Fisioterapia;;;;0;Transplante;ACSC\jordan.werner;HSI2668D188825;188825;10.30.25.42;G366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219419;;;;;;;Não;Não;10/10/2025;Guilherme Flores
Ambulatório de Transplante - Psicologia;;;;0;Transplante;ACSC\JM087519;HSI2668D196808;196808;10.30.5.15;GGNNHQ3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3090;desktop;Dell;P2016;158330;;;;;;;Sim;Não;15/08/2025;Guilherme Flores
Ambulatório de Transplante - Recepção;;;;0;Transplante;ACSC\SV084217;HSI2668D158812;158812;10.30.25.211;B8BVFP2;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;Dell;P2425H;230222;Dell;E2222H;197055;;;;Não;Sim;30/10/2025;Guilherme Flores
Ambulatório de Transplante - Recepção (Máquina de Crise);;;;0;Transplante;ACSC\maraisa.sestren;HSI2668D188823;188823;10.30.25.43;F366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222H;196874;Dell;P2222H;219431;;;;Não;Sim;10/10/2025;Guilherme Flores
Ambulatório de Transplante - Sala de Reuniões;;;;0;Transplante;acsc\t084547.t2;HSI2676D182914;182914;10.30.27.65;D0S8WF3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;Não;Não;15/08/2025;Guilherme Flores
Ambulatório de Transplante - Serviço Social;;;;1;Transplante;ACSC\livia.lourente;HSI2668D182923;182923;10.30.27.111;91S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018;182876;;;;;;;Não;Não;25/08/2025;Guilherme Flores
Ambulatório de Transplante - Supervisão;;;;0;Transplante;ACSC\LI413477;HSI2668D189567;189567;10.30.24.156;DJX53Y3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2016;208366;;;;;;;Sim;Não;16/09/2025;Guilherme Flores
Ambulatório Sala 100 - Consultório 1;;;;1;Emergência;ACSC\m038497;HSI2668D219311;219311;10.30.27.34;6F66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;183984;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Ambulatório Sala 100 - Consultório 2;;;;1;Emergência;ACSC\m038497;HSI2666D149688;149688;10.30.25.130;BRJ724GB8R;Microsoft Windows 10 Pro x64;22H2;HP;HP ProDesk 400 G4 SFF;desktop;AOC;E2270S;188753;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Ambulatório Sala 101 - Consultório 1;;;;1;Emergência;ACSC\CV078032;HSI2666D218885;218885;10.30.27.211;2JT64W2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2222H;219200;;;;;;;Não;Não;03/11/2025;Tiago Abreu
Ambulatório Sala 101 - Consultório 2;;;;1;Emergência;ACSC\CV078032;HSI2666D173456;173456;10.30.27.212;2JN54W2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;Optiplex 3060;desktop;Dell;P2222H;219179;;;;;;;Não;Não;03/11/2025;Tiago Abreu
Ambulatório Sala 102;;;;1;Emergência;ACSC\AB011867;HSI2666N182738;182738;10.30.53.253;DBR2493;Microsoft Windows 10 Pro x64;2004;Dell Inc.;Latitude 3410;laptop;;;;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Ambulatório Sala 110 - Eletrocardiograma - Recepção;;;;1;Emergência;ACSC\BF030688;HSI2658D219268;219268;10.30.25.71;1D66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;AOC;E2270S;188734;Dell;P2425H;230232;;;;Não;Não;12/10/2025;Rafael Muller
Ambulatório Sala 110 - Eletrocardiograma - Recepção;;;;1;Emergência;ACSC\fernanda.sousa1;HSI2658D158853;158853;10.30.25.96;6WZVRP2;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3050;desktop;Dell;P2222H;219192;;;;;;;Não;Não;10/10/2025;Guilherme Flores
Ambulatório Sala 110 - Sala 01;;;;1;Emergência;ACSC\m019795;HSI3182D219276;219276;10.30.24.202;5966K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2425H;219196;Dell;P2016;158900;;;;Não;Não;11/10/2025;Guilherme Flores
Auditório;;;;0;Principal;ACSC\rafael.muller;HSI2607D11511;11511;10.30.26.10;CQ0WBX1;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Precision T5600;desktop;Dell;;;;;;;;;Não;Não;13/07/2025;Rafael Muller
CAF;;;;1;Principal;ACSC\IT057822;HSI2641D189577;189577;10.30.27.12;2HX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188857;;;;;;;Não;Não;20/08/2025;Rafael Muller
CAF;;;;1;Principal;ACSC\GR112716;HSI2641D189574;189574;10.30.26.66;3JX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222HS;188848;;;;;;;Não;Não;20/08/2025;Rafael Muller
CAF;;;;1;Principal;ACSC\AS009364;HSI2641D189578;217672;10.30.27.231;BJX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188852;;;;;;;Não;Não;20/08/2025;Rafael Muller
CAF - Dosagem;;;;1;Principal;ACSC\fernanda.araujo2;HSI2641D173433;173433;10.30.24.77;2JN44W2;Microsoft Windows 10 Pro x64;1809;Dell Inc.;OptiPlex 3060;desktop;Dell;E2222HS;173409;;;;;;;Não;Não;20/08/2025;Rafael Muller
CAF - Fracionamento;;;;1;Principal;ACSC\eliane.sousa;HSI2641D219401;219401;10.30.26.100;7G66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2425H;219196;;;;;;;Não;Não;11/10/2025;Rafael Muller
CAF - Líder;;;;1;Principal;ACSC\LR056804;HSI2641N189737;189737;10.30.27.6;3SR6CD2;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude E5470;laptop;Dell;E2222HS;189615;;;;;;;Sim;Não;20/08/2025;Rafael Muller
Captação de Recursos;;;;1;Principal;acsc\andressa.zanelato;HSI3182N173460;173460;10.30.27.143;2MN44W2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;Latitude 3490;laptop;Dell;E2222HS;197054;;;;;;;Não;Não;20/08/2025;Guilherme Flores
Captação de Recursos;;;;1;Principal;ACSC\greice.hoffmann;HSI3182N161643;161643;10.30.27.148;15MJDQ2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3480;laptop;Dell;P2016;158325;;;;;;;Não;Sim;06/08/2025;Rafael Muller
Captação de Recursos;;;;1;Principal;ACSC\daiane.martini;HSI3182N158754;158754;10.30.25.149;798TFP2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3480;laptop;Dell;P2422H;196994;;;;;;;Não;Sim;30/10/2025;Guilherme Flores
CC - Computador do Painel;;;;6;Principal;ACSC\ES088870;HSI2669D158377;158377;10.30.25.58;291LCK2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3040;desktop;LG;E1941;8312;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Coordenação;;;;6;Principal;ACSC\franciane.ramos;HSI2669D230296;230296;10.30.26.37;7PTVSB4;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2222H;2191587;;;;;;;Sim;Não;30/10/2025;Rafael Muller
CC - Corredor;;;;6;Principal;ACSC\matheus.tadiello;HSI2669D173437;173437;10.30.24.6;2JV44W2;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2018Hc;208720;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - DML;;;;6;Principal;ACSC\neuza.bazotti;HSI2666D182933;182933;10.30.27.109;J0S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;DELL;P2018H;182856;;;;;;;Não;Não;09/09/2025;Rafael Muller
CC - Escrituração;;;;7;Principal;ACSC\m061582;HSI2669D230272;230272;10.30.26.40;1MTVSB4;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2018H;173421;;;;;;;Não;Não;21/10/2025;Guilherme Flores
CC - Escrituração;;;;7;Principal;ACSC\m114196;HSI2669D230284;230284;10.30.24.7;3MTVSB4;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2018H;208705;;;;;;;Não;Não;21/10/2025;Guilherme Flores
CC - Escrituração;;;;7;Principal;ACSC\GM196168;HSI2669D189668;189668;10.30.27.238;43F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188756;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Escrituração;;;;7;Principal;ACSC\m064803;HSI2642D189670;189670;10.30.27.254;B3F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188706;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Escrituração;;;;7;Principal;ACSC\GA133539;HSI2658D182922;182922;10.30.25.210;C2S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P190St;182721;;;;;;;Não;Não;23/09/2025;Guilherme Flores
CC - Escrituração;;;;7;Principal;ACSC\m064803;HSI2669D189669;189669;10.30.27.237;C3F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188719;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Escrituração;;;;7;Principal;ACSC\GM196168;HSI2669D189666;189666;10.30.27.4;J2F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188735;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Escrituração;;;;6;Principal;ACSC\ML043348;HSI2669D219312;219312;10.30.24.208;3F66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189627;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Escrituração;;;;6;Principal;acsc\user;HSI2655D219364;219364;10.30.25.64;6966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189623;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Escrituração;;;;6;Principal;ACSC\JS612045;HSI2669D189667;189667;10.30.27.9;G2F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188768;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Escrituração (Máquina de Crise);;;;6;Principal;ACSC\ED068619;HSI2669D182901;182901;10.30.27.97;D1S8WF3;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018Hc;182880;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Farmácia;;;;6;Principal;ACSC\jocerli.pereira;HSI2642D189565;229668;10.30.27.220;4JX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219472;;;;;;;Não;Não;09/09/2025;Rafael Muller
CC - Farmácia;;;;6;Principal;ACSC\jocerli.pereira;HSI2649D173444;173444;10.30.25.30;2JL24W2;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3060;desktop;LG;E1941;9659;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Farmácia;;;;6;Principal;ACSC\GL110165;HSI2642D189585;Sem Patrimônio;10.30.27.222;5HX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;189707;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Farmácia;;;;6;Principal;ACSC\jocerli.pereira;HSI2642D189671;189671;10.30.27.227;73F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;189712;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Farmácia;;;;6;Principal;ACSC\morgana.nunes;HSI2642D189584;189584;10.30.27.221;9HX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;189706;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Farmácia;;;;6;Principal;ACSC\AM031989;HSI2642D189595;189595;10.30.27.219;F3F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;189704;;;;;;;Não;Sim;13/07/2025;Rafael Muller
CC - Monta Carga;;;;6;Principal;ACSC\kelly.pereira;HSI2654D173453;173453;10.30.24.14;2JQ24W2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2222H;219187;;;;;;;Não;Não;10/10/2025;Tiago Abreu
CC - OPME;;;;6;Principal;ACSC\VM112833;HSI2669D219321;219321;10.30.24.55;3H66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189639;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - OPME;;;;6;Principal;ACSC\luis.lima;HSI2669D219327;219327;10.30.24.179;4F66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189633;;;;;;;Não;Sim;13/07/2025;Rafael Muller
CC - OPME;;;;6;Principal;ACSC\ME123244;HSI2669D219320;219320;10.30.25.250;6G66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189705;;;;;;;Não;Não;13/07/2025;Rafael Muller
CC - Sala de Cirurgia 01;;;;6;Principal;ACSC\m096336;HSI2669N173470;173470;10.30.54.50;2MX44W2;Microsoft Windows 10 Pro x64;1809;Dell Inc.;Latitude 3490;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 01;;;;6;Principal;ACSC\me964801;HSI2669D158817;158817;10.30.25.156;B89ZFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;P2016;158897;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 02;;;;6;Principal;ACSC\mj121529;HSI3712D219379;219379;10.30.26.102;5K66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;AOC;E2270S;188736;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 02;;;;6;Principal;ACSC\EL102500;HSI2669D158874;158874;10.30.25.229;6WZWRP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;AOC;E2270S;188763;;;;;;;Não;Não;05/07/2025;Rafael Muller
CC - Sala de Cirurgia 03;;;;6;Principal;ACSC\M003549;HSI2669N173468;173468;10.30.26.59;2MT44W2;Microsoft Windows 10 Pro x64;1809;Dell Inc.;Latitude 3490;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
